"","Estimators","Depth","Minimum Sample Size","Mean Accuracy"
"14365",6,38,16,0.796474
"14366",6,38,17,0.796474
"14367",6,38,18,0.796474
"14368",6,38,19,0.796474
"14369",6,38,20,0.796474
"14370",6,38,21,0.796474
"14371",6,38,22,0.796474
"14372",6,38,23,0.796474
"14373",6,38,24,0.796474
"14374",6,38,25,0.796474
"14375",6,38,26,0.796474
"14376",6,38,27,0.796474
"14377",6,38,28,0.796474
"14378",6,38,29,0.796474
"14379",6,38,30,0.796474
"14380",6,38,31,0.796474
"14381",6,38,32,0.796474
"14382",6,38,33,0.796474
"14383",6,38,34,0.796474
"14384",6,38,35,0.796474
"14385",6,38,36,0.796474
"14386",6,38,37,0.796474
"14387",6,38,38,0.796474
"14388",6,38,39,0.796474
"14389",6,38,40,0.796474
"14390",6,38,41,0.796474
"14391",6,38,42,0.796474
"14392",6,38,43,0.796474
"14393",6,38,44,0.796474
"14394",6,38,45,0.796474
"14395",6,38,46,0.796474
"14396",6,38,47,0.796474
"14397",6,38,48,0.796474
"14398",6,38,49,0.796474
"14399",6,38,50,0.796474
"14400",6,39,1,0.796474
"14401",6,39,2,0.796474
"14402",6,39,3,0.796474
"14403",6,39,4,0.796474
"14404",6,39,5,0.796474
"14405",6,39,6,0.796474
"14406",6,39,7,0.796474
"14407",6,39,8,0.796474
"14408",6,39,9,0.796474
"14409",6,39,10,0.796474
"14410",6,39,11,0.796474
"14411",6,39,12,0.796474
"14412",6,39,13,0.796474
"14413",6,39,14,0.796474
"14414",6,39,15,0.796474
"14415",6,39,16,0.796474
"14416",6,39,17,0.796474
"14417",6,39,18,0.796474
"14418",6,39,19,0.796474
"14419",6,39,20,0.796474
"14420",6,39,21,0.796474
"14421",6,39,22,0.796474
"14422",6,39,23,0.796474
"14423",6,39,24,0.796474
"14424",6,39,25,0.796474
"14425",6,39,26,0.796474
"14426",6,39,27,0.796474
"14427",6,39,28,0.796474
"14428",6,39,29,0.796474
"14429",6,39,30,0.796474
"14430",6,39,31,0.796474
"14431",6,39,32,0.796474
"14432",6,39,33,0.796474
"14433",6,39,34,0.796474
"14434",6,39,35,0.796474
"14435",6,39,36,0.796474
"14436",6,39,37,0.796474
"14437",6,39,38,0.796474
"14438",6,39,39,0.796474
"14439",6,39,40,0.796474
"14440",6,39,41,0.796474
"14441",6,39,42,0.796474
"14442",6,39,43,0.796474
"14443",6,39,44,0.796474
"14444",6,39,45,0.796474
"14445",6,39,46,0.796474
"14446",6,39,47,0.796474
"14447",6,39,48,0.796474
"14448",6,39,49,0.796474
"14449",6,39,50,0.796474
"14450",6,40,1,0.796474
"14451",6,40,2,0.796474
"14452",6,40,3,0.796474
"14453",6,40,4,0.796474
"14454",6,40,5,0.796474
"14455",6,40,6,0.796474
"14456",6,40,7,0.796474
"14457",6,40,8,0.796474
"14458",6,40,9,0.796474
"14459",6,40,10,0.796474
"14460",6,40,11,0.796474
"14461",6,40,12,0.796474
"14462",6,40,13,0.796474
"14463",6,40,14,0.796474
"14464",6,40,15,0.796474
"14465",6,40,16,0.796474
"14466",6,40,17,0.796474
"14467",6,40,18,0.796474
"14468",6,40,19,0.796474
"14469",6,40,20,0.796474
"14470",6,40,21,0.796474
"14471",6,40,22,0.796474
"14472",6,40,23,0.796474
"14473",6,40,24,0.796474
"14474",6,40,25,0.796474
"14475",6,40,26,0.796474
"14476",6,40,27,0.796474
"14477",6,40,28,0.796474
"14478",6,40,29,0.796474
"14479",6,40,30,0.796474
"14480",6,40,31,0.796474
"14481",6,40,32,0.796474
"14482",6,40,33,0.796474
"14483",6,40,34,0.796474
"14484",6,40,35,0.796474
"14485",6,40,36,0.796474
"14486",6,40,37,0.796474
"14487",6,40,38,0.796474
"14488",6,40,39,0.796474
"14489",6,40,40,0.796474
"14490",6,40,41,0.796474
"14491",6,40,42,0.796474
"14492",6,40,43,0.796474
"14493",6,40,44,0.796474
"14494",6,40,45,0.796474
"14495",6,40,46,0.796474
"14496",6,40,47,0.796474
"14497",6,40,48,0.796474
"14498",6,40,49,0.796474
"14499",6,40,50,0.796474
"14500",6,41,1,0.796474
"14501",6,41,2,0.796474
"14502",6,41,3,0.796474
"14503",6,41,4,0.796474
"14504",6,41,5,0.796474
"14505",6,41,6,0.796474
"14506",6,41,7,0.796474
"14507",6,41,8,0.796474
"14508",6,41,9,0.796474
"14509",6,41,10,0.796474
"14510",6,41,11,0.796474
"14511",6,41,12,0.796474
"14512",6,41,13,0.796474
"14513",6,41,14,0.796474
"14514",6,41,15,0.796474
"14515",6,41,16,0.796474
"14516",6,41,17,0.796474
"14517",6,41,18,0.796474
"14518",6,41,19,0.796474
"14519",6,41,20,0.796474
"14520",6,41,21,0.796474
"14521",6,41,22,0.796474
"14522",6,41,23,0.796474
"14523",6,41,24,0.796474
"14524",6,41,25,0.796474
"14525",6,41,26,0.796474
"14526",6,41,27,0.796474
"14527",6,41,28,0.796474
"14528",6,41,29,0.796474
"14529",6,41,30,0.796474
"14530",6,41,31,0.796474
"14531",6,41,32,0.796474
"14532",6,41,33,0.796474
"14533",6,41,34,0.796474
"14534",6,41,35,0.796474
"14535",6,41,36,0.796474
"14536",6,41,37,0.796474
"14537",6,41,38,0.796474
"14538",6,41,39,0.796474
"14539",6,41,40,0.796474
"14540",6,41,41,0.796474
"14541",6,41,42,0.796474
"14542",6,41,43,0.796474
"14543",6,41,44,0.796474
"14544",6,41,45,0.796474
"14545",6,41,46,0.796474
"14546",6,41,47,0.796474
"14547",6,41,48,0.796474
"14548",6,41,49,0.796474
"14549",6,41,50,0.796474
"14550",6,42,1,0.796474
"14551",6,42,2,0.796474
"14552",6,42,3,0.796474
"14553",6,42,4,0.796474
"14554",6,42,5,0.796474
"14555",6,42,6,0.796474
"14556",6,42,7,0.796474
"14557",6,42,8,0.796474
"14558",6,42,9,0.796474
"14559",6,42,10,0.796474
"14560",6,42,11,0.796474
"14561",6,42,12,0.796474
"14562",6,42,13,0.796474
"14563",6,42,14,0.796474
"14564",6,42,15,0.796474
"14565",6,42,16,0.796474
"14566",6,42,17,0.796474
"14567",6,42,18,0.796474
"14568",6,42,19,0.796474
"14569",6,42,20,0.796474
"14570",6,42,21,0.796474
"14571",6,42,22,0.796474
"14572",6,42,23,0.796474
"14573",6,42,24,0.796474
"14574",6,42,25,0.796474
"14575",6,42,26,0.796474
"14576",6,42,27,0.796474
"14577",6,42,28,0.796474
"14578",6,42,29,0.796474
"14579",6,42,30,0.796474
"14580",6,42,31,0.796474
"14581",6,42,32,0.796474
"14582",6,42,33,0.796474
"14583",6,42,34,0.796474
"14584",6,42,35,0.796474
"14585",6,42,36,0.796474
"14586",6,42,37,0.796474
"14587",6,42,38,0.796474
"14588",6,42,39,0.796474
"14589",6,42,40,0.796474
"14590",6,42,41,0.796474
"14591",6,42,42,0.796474
"14592",6,42,43,0.796474
"14593",6,42,44,0.796474
"14594",6,42,45,0.796474
"14595",6,42,46,0.796474
"14596",6,42,47,0.796474
"14597",6,42,48,0.796474
"14598",6,42,49,0.796474
"14599",6,42,50,0.796474
"14600",6,43,1,0.796474
"14601",6,43,2,0.796474
"14602",6,43,3,0.796474
"14603",6,43,4,0.796474
"14604",6,43,5,0.796474
"14605",6,43,6,0.796474
"14606",6,43,7,0.796474
"14607",6,43,8,0.796474
"14608",6,43,9,0.796474
"14609",6,43,10,0.796474
"14610",6,43,11,0.796474
"14611",6,43,12,0.796474
"14612",6,43,13,0.796474
"14613",6,43,14,0.796474
"14614",6,43,15,0.796474
"14615",6,43,16,0.796474
"14616",6,43,17,0.796474
"14617",6,43,18,0.796474
"14618",6,43,19,0.796474
"14619",6,43,20,0.796474
"14620",6,43,21,0.796474
"14621",6,43,22,0.796474
"14622",6,43,23,0.796474
"14623",6,43,24,0.796474
"14624",6,43,25,0.796474
"14625",6,43,26,0.796474
"14626",6,43,27,0.796474
"14627",6,43,28,0.796474
"14628",6,43,29,0.796474
"14629",6,43,30,0.796474
"14630",6,43,31,0.796474
"14631",6,43,32,0.796474
"14632",6,43,33,0.796474
"14633",6,43,34,0.796474
"14634",6,43,35,0.796474
"14635",6,43,36,0.796474
"14636",6,43,37,0.796474
"14637",6,43,38,0.796474
"14638",6,43,39,0.796474
"14639",6,43,40,0.796474
"14640",6,43,41,0.796474
"14641",6,43,42,0.796474
"14642",6,43,43,0.796474
"14643",6,43,44,0.796474
"14644",6,43,45,0.796474
"14645",6,43,46,0.796474
"14646",6,43,47,0.796474
"14647",6,43,48,0.796474
"14648",6,43,49,0.796474
"14649",6,43,50,0.796474
"14650",6,44,1,0.796474
"14651",6,44,2,0.796474
"14652",6,44,3,0.796474
"14653",6,44,4,0.796474
"14654",6,44,5,0.796474
"14655",6,44,6,0.796474
"14656",6,44,7,0.796474
"14657",6,44,8,0.796474
"14658",6,44,9,0.796474
"14659",6,44,10,0.796474
"14660",6,44,11,0.796474
"14661",6,44,12,0.796474
"14662",6,44,13,0.796474
"14663",6,44,14,0.796474
"14664",6,44,15,0.796474
"14665",6,44,16,0.796474
"14666",6,44,17,0.796474
"14667",6,44,18,0.796474
"14668",6,44,19,0.796474
"14669",6,44,20,0.796474
"14670",6,44,21,0.796474
"14671",6,44,22,0.796474
"14672",6,44,23,0.796474
"14673",6,44,24,0.796474
"14674",6,44,25,0.796474
"14675",6,44,26,0.796474
"14676",6,44,27,0.796474
"14677",6,44,28,0.796474
"14678",6,44,29,0.796474
"14679",6,44,30,0.796474
"14680",6,44,31,0.796474
"14681",6,44,32,0.796474
"14682",6,44,33,0.796474
"14683",6,44,34,0.796474
"14684",6,44,35,0.796474
"14685",6,44,36,0.796474
"14686",6,44,37,0.796474
"14687",6,44,38,0.796474
"14688",6,44,39,0.796474
"14689",6,44,40,0.796474
"14690",6,44,41,0.796474
"14691",6,44,42,0.796474
"14692",6,44,43,0.796474
"14693",6,44,44,0.796474
"14694",6,44,45,0.796474
"14695",6,44,46,0.796474
"14696",6,44,47,0.796474
"14697",6,44,48,0.796474
"14698",6,44,49,0.796474
"14699",6,44,50,0.796474
"14700",6,45,1,0.796474
"14701",6,45,2,0.796474
"14702",6,45,3,0.796474
"14703",6,45,4,0.796474
"14704",6,45,5,0.796474
"14705",6,45,6,0.796474
"14706",6,45,7,0.796474
"14707",6,45,8,0.796474
"14708",6,45,9,0.796474
"14709",6,45,10,0.796474
"14710",6,45,11,0.796474
"14711",6,45,12,0.796474
"14712",6,45,13,0.796474
"14713",6,45,14,0.796474
"14714",6,45,15,0.796474
"14715",6,45,16,0.796474
"14716",6,45,17,0.796474
"14717",6,45,18,0.796474
"14718",6,45,19,0.796474
"14719",6,45,20,0.796474
"14720",6,45,21,0.796474
"14721",6,45,22,0.796474
"14722",6,45,23,0.796474
"14723",6,45,24,0.796474
"14724",6,45,25,0.796474
"14725",6,45,26,0.796474
"14726",6,45,27,0.796474
"14727",6,45,28,0.796474
"14728",6,45,29,0.796474
"14729",6,45,30,0.796474
"14730",6,45,31,0.796474
"14731",6,45,32,0.796474
"14732",6,45,33,0.796474
"14733",6,45,34,0.796474
"14734",6,45,35,0.796474
"14735",6,45,36,0.796474
"14736",6,45,37,0.796474
"14737",6,45,38,0.796474
"14738",6,45,39,0.796474
"14739",6,45,40,0.796474
"14740",6,45,41,0.796474
"14741",6,45,42,0.796474
"14742",6,45,43,0.796474
"14743",6,45,44,0.796474
"14744",6,45,45,0.796474
"14745",6,45,46,0.796474
"14746",6,45,47,0.796474
"14747",6,45,48,0.796474
"14748",6,45,49,0.796474
"14749",6,45,50,0.796474
"14750",6,46,1,0.796474
"14751",6,46,2,0.796474
"14752",6,46,3,0.796474
"14753",6,46,4,0.796474
"14754",6,46,5,0.796474
"14755",6,46,6,0.796474
"14756",6,46,7,0.796474
"14757",6,46,8,0.796474
"14758",6,46,9,0.796474
"14759",6,46,10,0.796474
"14760",6,46,11,0.796474
"14761",6,46,12,0.796474
"14762",6,46,13,0.796474
"14763",6,46,14,0.796474
"14764",6,46,15,0.796474
"14765",6,46,16,0.796474
"14766",6,46,17,0.796474
"14767",6,46,18,0.796474
"14768",6,46,19,0.796474
"14769",6,46,20,0.796474
"14770",6,46,21,0.796474
"14771",6,46,22,0.796474
"14772",6,46,23,0.796474
"14773",6,46,24,0.796474
"14774",6,46,25,0.796474
"14775",6,46,26,0.796474
"14776",6,46,27,0.796474
"14777",6,46,28,0.796474
"14778",6,46,29,0.796474
"14779",6,46,30,0.796474
"14780",6,46,31,0.796474
"14781",6,46,32,0.796474
"14782",6,46,33,0.796474
"14783",6,46,34,0.796474
"14784",6,46,35,0.796474
"14785",6,46,36,0.796474
"14786",6,46,37,0.796474
"14787",6,46,38,0.796474
"14788",6,46,39,0.796474
"14789",6,46,40,0.796474
"14790",6,46,41,0.796474
"14791",6,46,42,0.796474
"14792",6,46,43,0.796474
"14793",6,46,44,0.796474
"14794",6,46,45,0.796474
"14795",6,46,46,0.796474
"14796",6,46,47,0.796474
"14797",6,46,48,0.796474
"14798",6,46,49,0.796474
"14799",6,46,50,0.796474
"14800",6,47,1,0.796474
"14801",6,47,2,0.796474
"14802",6,47,3,0.796474
"14803",6,47,4,0.796474
"14804",6,47,5,0.796474
"14805",6,47,6,0.796474
"14806",6,47,7,0.796474
"14807",6,47,8,0.796474
"14808",6,47,9,0.796474
"14809",6,47,10,0.796474
"14810",6,47,11,0.796474
"14811",6,47,12,0.796474
"14812",6,47,13,0.796474
"14813",6,47,14,0.796474
"14814",6,47,15,0.796474
"14815",6,47,16,0.796474
"14816",6,47,17,0.796474
"14817",6,47,18,0.796474
"14818",6,47,19,0.796474
"14819",6,47,20,0.796474
"14820",6,47,21,0.796474
"14821",6,47,22,0.796474
"14822",6,47,23,0.796474
"14823",6,47,24,0.796474
"14824",6,47,25,0.796474
"14825",6,47,26,0.796474
"14826",6,47,27,0.796474
"14827",6,47,28,0.796474
"14828",6,47,29,0.796474
"14829",6,47,30,0.796474
"14830",6,47,31,0.796474
"14831",6,47,32,0.796474
"14832",6,47,33,0.796474
"14833",6,47,34,0.796474
"14834",6,47,35,0.796474
"14835",6,47,36,0.796474
"14836",6,47,37,0.796474
"14837",6,47,38,0.796474
"14838",6,47,39,0.796474
"14839",6,47,40,0.796474
"14840",6,47,41,0.796474
"14841",6,47,42,0.796474
"14842",6,47,43,0.796474
"14843",6,47,44,0.796474
"14844",6,47,45,0.796474
"14845",6,47,46,0.796474
"14846",6,47,47,0.796474
"14847",6,47,48,0.796474
"14848",6,47,49,0.796474
"14849",6,47,50,0.796474
"14850",6,48,1,0.796474
"14851",6,48,2,0.796474
"14852",6,48,3,0.796474
"14853",6,48,4,0.796474
"14854",6,48,5,0.796474
"14855",6,48,6,0.796474
"14856",6,48,7,0.796474
"14857",6,48,8,0.796474
"14858",6,48,9,0.796474
"14859",6,48,10,0.796474
"14860",6,48,11,0.796474
"14861",6,48,12,0.796474
"14862",6,48,13,0.796474
"14863",6,48,14,0.796474
"14864",6,48,15,0.796474
"14865",6,48,16,0.796474
"14866",6,48,17,0.796474
"14867",6,48,18,0.796474
"14868",6,48,19,0.796474
"14869",6,48,20,0.796474
"14870",6,48,21,0.796474
"14871",6,48,22,0.796474
"14872",6,48,23,0.796474
"14873",6,48,24,0.796474
"14874",6,48,25,0.796474
"14875",6,48,26,0.796474
"14876",6,48,27,0.796474
"14877",6,48,28,0.796474
"14878",6,48,29,0.796474
"14879",6,48,30,0.796474
"14880",6,48,31,0.796474
"14881",6,48,32,0.796474
"14882",6,48,33,0.796474
"14883",6,48,34,0.796474
"14884",6,48,35,0.796474
"14885",6,48,36,0.796474
"14886",6,48,37,0.796474
"14887",6,48,38,0.796474
"14888",6,48,39,0.796474
"14889",6,48,40,0.796474
"14890",6,48,41,0.796474
"14891",6,48,42,0.796474
"14892",6,48,43,0.796474
"14893",6,48,44,0.796474
"14894",6,48,45,0.796474
"14895",6,48,46,0.796474
"14896",6,48,47,0.796474
"14897",6,48,48,0.796474
"14898",6,48,49,0.796474
"14899",6,48,50,0.796474
"14900",6,49,1,0.796474
"14901",6,49,2,0.796474
"14902",6,49,3,0.796474
"14903",6,49,4,0.796474
"14904",6,49,5,0.796474
"14905",6,49,6,0.796474
"14906",6,49,7,0.796474
"14907",6,49,8,0.796474
"14908",6,49,9,0.796474
"14909",6,49,10,0.796474
"14910",6,49,11,0.796474
"14911",6,49,12,0.796474
"14912",6,49,13,0.796474
"14913",6,49,14,0.796474
"14914",6,49,15,0.796474
"14915",6,49,16,0.796474
"14916",6,49,17,0.796474
"14917",6,49,18,0.796474
"14918",6,49,19,0.796474
"14919",6,49,20,0.796474
"14920",6,49,21,0.796474
"14921",6,49,22,0.796474
"14922",6,49,23,0.796474
"14923",6,49,24,0.796474
"14924",6,49,25,0.796474
"14925",6,49,26,0.796474
"14926",6,49,27,0.796474
"14927",6,49,28,0.796474
"14928",6,49,29,0.796474
"14929",6,49,30,0.796474
"14930",6,49,31,0.796474
"14931",6,49,32,0.796474
"14932",6,49,33,0.796474
"14933",6,49,34,0.796474
"14934",6,49,35,0.796474
"14935",6,49,36,0.796474
"14936",6,49,37,0.796474
"14937",6,49,38,0.796474
"14938",6,49,39,0.796474
"14939",6,49,40,0.796474
"14940",6,49,41,0.796474
"14941",6,49,42,0.796474
"14942",6,49,43,0.796474
"14943",6,49,44,0.796474
"14944",6,49,45,0.796474
"14945",6,49,46,0.796474
"14946",6,49,47,0.796474
"14947",6,49,48,0.796474
"14948",6,49,49,0.796474
"14949",6,49,50,0.796474
"14950",6,50,1,0.796474
"14951",6,50,2,0.796474
"14952",6,50,3,0.796474
"14953",6,50,4,0.796474
"14954",6,50,5,0.796474
"14955",6,50,6,0.796474
"14956",6,50,7,0.796474
"14957",6,50,8,0.796474
"14958",6,50,9,0.796474
"14959",6,50,10,0.796474
"14960",6,50,11,0.796474
"14961",6,50,12,0.796474
"14962",6,50,13,0.796474
"14963",6,50,14,0.796474
"14964",6,50,15,0.796474
"14965",6,50,16,0.796474
"14966",6,50,17,0.796474
"14967",6,50,18,0.796474
"14968",6,50,19,0.796474
"14969",6,50,20,0.796474
"14970",6,50,21,0.796474
"14971",6,50,22,0.796474
"14972",6,50,23,0.796474
"14973",6,50,24,0.796474
"14974",6,50,25,0.796474
"14975",6,50,26,0.796474
"14976",6,50,27,0.796474
"14977",6,50,28,0.796474
"14978",6,50,29,0.796474
"14979",6,50,30,0.796474
"14980",6,50,31,0.796474
"14981",6,50,32,0.796474
"14982",6,50,33,0.796474
"14983",6,50,34,0.796474
"14984",6,50,35,0.796474
"14985",6,50,36,0.796474
"14986",6,50,37,0.796474
"14987",6,50,38,0.796474
"14988",6,50,39,0.796474
"14989",6,50,40,0.796474
"14990",6,50,41,0.796474
"14991",6,50,42,0.796474
"14992",6,50,43,0.796474
"14993",6,50,44,0.796474
"14994",6,50,45,0.796474
"14995",6,50,46,0.796474
"14996",6,50,47,0.796474
"14997",6,50,48,0.796474
"14998",6,50,49,0.796474
"14999",6,50,50,0.796474
