1, 0.729167
2, 0.743590
3, 0.756410
4, 0.759615
5, 0.767628
6, 0.770833
7, 0.762821
8, 0.775641
9, 0.767628
10, 0.772436
11, 0.772436
12, 0.770833
13, 0.761218
14, 0.764423
15, 0.764423
16, 0.764423
17, 0.766026
18, 0.770833
19, 0.772436
20, 0.775641
21, 0.778846
22, 0.769231
23, 0.774038
24, 0.774038
25, 0.774038
26, 0.777244
27, 0.775641
28, 0.777244
29, 0.777244
30, 0.774038
31, 0.775641
32, 0.774038
33, 0.774038
34, 0.777244
35, 0.774038
36, 0.775641
37, 0.775641
38, 0.775641
39, 0.778846
40, 0.780449
41, 0.778846
42, 0.777244
43, 0.777244
44, 0.777244
45, 0.777244
46, 0.778846
47, 0.778846
48, 0.778846
49, 0.778846
50, 0.775641
51, 0.775641
52, 0.778846
53, 0.778846
54, 0.780449
55, 0.777244
56, 0.778846
57, 0.778846
58, 0.780449
59, 0.782051
60, 0.777244
61, 0.778846
62, 0.777244
63, 0.778846
64, 0.780449
65, 0.782051
66, 0.780449
67, 0.777244
68, 0.778846
69, 0.777244
70, 0.774038
71, 0.772436
72, 0.777244
73, 0.777244
74, 0.780449
75, 0.777244
76, 0.780449
77, 0.778846
78, 0.777244
79, 0.780449
80, 0.780449
81, 0.778846
82, 0.778846
83, 0.778846
84, 0.775641
85, 0.777244
86, 0.778846
87, 0.774038
88, 0.774038
89, 0.777244
90, 0.774038
91, 0.770833
92, 0.774038
93, 0.772436
94, 0.774038
95, 0.777244
96, 0.772436
97, 0.769231
98, 0.770833
99, 0.770833
100, 0.774038
101, 0.774038
102, 0.774038
103, 0.772436
104, 0.772436
105, 0.767628
106, 0.774038
107, 0.770833
108, 0.772436
109, 0.770833
110, 0.770833
111, 0.772436
112, 0.774038
113, 0.772436
114, 0.770833
115, 0.772436
116, 0.777244
117, 0.775641
118, 0.772436
119, 0.774038
120, 0.774038
121, 0.777244
122, 0.778846
123, 0.775641
124, 0.777244
125, 0.772436
126, 0.770833
127, 0.772436
128, 0.772436
129, 0.769231
130, 0.772436
131, 0.772436
132, 0.775641
133, 0.772436
134, 0.775641
135, 0.770833
136, 0.774038
137, 0.769231
138, 0.775641
139, 0.772436
140, 0.774038
141, 0.774038
142, 0.772436
143, 0.772436
144, 0.774038
145, 0.772436
146, 0.772436
147, 0.772436
148, 0.775641
149, 0.772436
150, 0.775641
151, 0.772436
152, 0.774038
153, 0.770833
154, 0.772436
155, 0.772436
156, 0.775641
157, 0.772436
158, 0.774038
159, 0.772436
160, 0.772436
161, 0.770833
162, 0.774038
163, 0.772436
164, 0.774038
165, 0.772436
166, 0.775641
167, 0.774038
168, 0.775641
169, 0.775641
170, 0.777244
171, 0.772436
172, 0.777244
173, 0.774038
174, 0.774038
175, 0.774038
176, 0.775641
177, 0.774038
178, 0.775641
179, 0.774038
180, 0.775641
181, 0.775641
182, 0.775641
183, 0.775641
184, 0.777244
185, 0.774038
186, 0.777244
187, 0.774038
188, 0.774038
189, 0.772436
190, 0.772436
191, 0.772436
192, 0.774038
193, 0.772436
194, 0.774038
195, 0.772436
196, 0.774038
197, 0.770833
198, 0.772436
199, 0.770833
200, 0.770833
201, 0.772436
202, 0.770833
203, 0.772436
204, 0.772436
205, 0.772436
206, 0.772436
207, 0.772436
208, 0.772436
209, 0.772436
210, 0.772436
211, 0.774038
212, 0.774038
213, 0.772436
214, 0.772436
215, 0.772436
216, 0.774038
217, 0.770833
218, 0.774038
219, 0.772436
220, 0.774038
221, 0.772436
222, 0.774038
223, 0.772436
224, 0.772436
225, 0.772436
226, 0.772436
227, 0.772436
228, 0.774038
229, 0.772436
230, 0.774038
231, 0.774038
232, 0.774038
233, 0.770833
234, 0.774038
235, 0.774038
236, 0.774038
237, 0.774038
238, 0.774038
239, 0.775641
240, 0.775641
241, 0.775641
242, 0.775641
243, 0.777244
244, 0.777244
245, 0.777244
246, 0.778846
247, 0.777244
248, 0.777244
249, 0.777244
250, 0.777244
251, 0.777244
252, 0.778846
253, 0.777244
254, 0.778846
255, 0.777244
256, 0.778846
257, 0.775641
258, 0.778846
259, 0.775641
260, 0.775641
261, 0.775641
262, 0.775641
263, 0.775641
264, 0.775641
265, 0.775641
266, 0.775641
267, 0.775641
268, 0.775641
269, 0.775641
270, 0.777244
271, 0.775641
272, 0.777244
273, 0.775641
274, 0.775641
275, 0.777244
276, 0.778846
277, 0.778846
278, 0.780449
279, 0.777244
280, 0.780449
281, 0.778846
282, 0.780449
283, 0.778846
284, 0.780449
285, 0.778846
286, 0.780449
287, 0.780449
288, 0.780449
289, 0.780449
290, 0.780449
291, 0.778846
292, 0.780449
293, 0.778846
294, 0.780449
295, 0.780449
296, 0.780449
297, 0.778846
298, 0.780449
299, 0.778846
