1, 1, 0.780449
1, 2, 0.780449
1, 3, 0.780449
1, 4, 0.780449
1, 5, 0.780449
1, 6, 0.780449
1, 7, 0.780449
1, 8, 0.780449
1, 9, 0.780449
1, 10, 0.780449
1, 11, 0.780449
1, 12, 0.780449
1, 13, 0.780449
1, 14, 0.780449
1, 15, 0.780449
1, 16, 0.780449
1, 17, 0.780449
1, 18, 0.780449
1, 19, 0.780449
1, 20, 0.780449
1, 21, 0.780449
1, 22, 0.780449
1, 23, 0.780449
1, 24, 0.780449
1, 25, 0.780449
1, 26, 0.780449
1, 27, 0.780449
1, 28, 0.780449
1, 29, 0.780449
1, 30, 0.780449
1, 31, 0.780449
1, 32, 0.780449
1, 33, 0.780449
1, 34, 0.780449
1, 35, 0.780449
1, 36, 0.780449
1, 37, 0.780449
1, 38, 0.780449
1, 39, 0.780449
1, 40, 0.780449
1, 41, 0.780449
1, 42, 0.780449
1, 43, 0.780449
1, 44, 0.780449
1, 45, 0.780449
1, 46, 0.780449
1, 47, 0.780449
1, 48, 0.780449
1, 49, 0.780449
2, 1, 0.778846
2, 2, 0.778846
2, 3, 0.778846
2, 4, 0.778846
2, 5, 0.778846
2, 6, 0.778846
2, 7, 0.778846
2, 8, 0.778846
2, 9, 0.778846
2, 10, 0.778846
2, 11, 0.778846
2, 12, 0.778846
2, 13, 0.778846
2, 14, 0.778846
2, 15, 0.778846
2, 16, 0.778846
2, 17, 0.778846
2, 18, 0.778846
2, 19, 0.778846
2, 20, 0.778846
2, 21, 0.778846
2, 22, 0.778846
2, 23, 0.778846
2, 24, 0.778846
2, 25, 0.778846
2, 26, 0.778846
2, 27, 0.778846
2, 28, 0.778846
2, 29, 0.778846
2, 30, 0.778846
2, 31, 0.778846
2, 32, 0.778846
2, 33, 0.778846
2, 34, 0.778846
2, 35, 0.778846
2, 36, 0.778846
2, 37, 0.778846
2, 38, 0.778846
2, 39, 0.778846
2, 40, 0.778846
2, 41, 0.778846
2, 42, 0.778846
2, 43, 0.778846
2, 44, 0.778846
2, 45, 0.778846
2, 46, 0.778846
2, 47, 0.778846
2, 48, 0.778846
2, 49, 0.778846
3, 1, 0.815705
3, 2, 0.815705
3, 3, 0.815705
3, 4, 0.815705
3, 5, 0.815705
3, 6, 0.815705
3, 7, 0.815705
3, 8, 0.815705
3, 9, 0.815705
3, 10, 0.815705
3, 11, 0.815705
3, 12, 0.815705
3, 13, 0.815705
3, 14, 0.815705
3, 15, 0.815705
3, 16, 0.815705
3, 17, 0.815705
3, 18, 0.815705
3, 19, 0.815705
3, 20, 0.815705
3, 21, 0.815705
3, 22, 0.815705
3, 23, 0.815705
3, 24, 0.815705
3, 25, 0.815705
3, 26, 0.815705
3, 27, 0.815705
3, 28, 0.815705
3, 29, 0.815705
3, 30, 0.815705
3, 31, 0.815705
3, 32, 0.815705
3, 33, 0.815705
3, 34, 0.815705
3, 35, 0.815705
3, 36, 0.815705
3, 37, 0.815705
3, 38, 0.815705
3, 39, 0.815705
3, 40, 0.815705
3, 41, 0.815705
3, 42, 0.815705
3, 43, 0.815705
3, 44, 0.815705
3, 45, 0.815705
3, 46, 0.815705
3, 47, 0.815705
3, 48, 0.815705
3, 49, 0.815705
4, 1, 0.801282
4, 2, 0.801282
4, 3, 0.801282
4, 4, 0.801282
4, 5, 0.801282
4, 6, 0.801282
4, 7, 0.801282
4, 8, 0.801282
4, 9, 0.801282
